Ref_Date,GEO,CHAR,DURATION,Vector,Coordinate,Value
2007,Canada,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857001,1.30.2,2894.0
2008,Canada,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857001,1.30.2,3060.0
2009,Canada,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857001,1.30.2,2921.0
2010,Canada,"Educational attainment, grade 11 to 13 - non graduate","Overnight travel (x 1,000)",v52857001,1.30.2,2683.0
2006,Canada,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857002,1.31.1,36523.0
2007,Canada,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857002,1.31.1,38949.0
2008,Canada,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857002,1.31.1,39924.0
2009,Canada,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857002,1.31.1,42240.0
2010,Canada,"Educational attainment, grade 11 to 13 - graduate","Total travel (x 1,000)",v52857002,1.31.1,39069.0
2006,Canada,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857003,1.31.2,15114.0
2007,Canada,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857003,1.31.2,15256.0
2008,Canada,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857003,1.31.2,15582.0
2009,Canada,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857003,1.31.2,16154.0
2010,Canada,"Educational attainment, grade 11 to 13 - graduate","Overnight travel (x 1,000)",v52857003,1.31.2,15235.0
2006,Canada,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857004,1.32.1,18810.0
2007,Canada,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857004,1.32.1,18360.0
2008,Canada,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857004,1.32.1,19330.0
2009,Canada,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857004,1.32.1,19633.0
2010,Canada,"Educational attainment, some postsecondary","Total travel (x 1,000)",v52857004,1.32.1,20675.0
2006,Canada,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857005,1.32.2,8202.0
2007,Canada,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857005,1.32.2,8433.0
2008,Canada,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857005,1.32.2,8281.0
2009,Canada,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857005,1.32.2,8346.0
2010,Canada,"Educational attainment, some postsecondary","Overnight travel (x 1,000)",v52857005,1.32.2,8907.0
2006,Canada,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857006,1.33.1,23762.0
2007,Canada,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857006,1.33.1,25424.0
2008,Canada,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857006,1.33.1,24894.0
2009,Canada,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857006,1.33.1,26008.0
2010,Canada,"Educational attainment, trade certificate or diploma","Total travel (x 1,000)",v52857006,1.33.1,28556.0
2006,Canada,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857007,1.33.2,8963.0
2007,Canada,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857007,1.33.2,9643.0
2008,Canada,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857007,1.33.2,9228.0
2009,Canada,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857007,1.33.2,9778.0
2010,Canada,"Educational attainment, trade certificate or diploma","Overnight travel (x 1,000)",v52857007,1.33.2,10438.0
2006,Canada,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857008,1.34.1,44490.0
2007,Canada,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857008,1.34.1,46354.0
2008,Canada,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857008,1.34.1,45644.0
2009,Canada,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857008,1.34.1,49949.0
2010,Canada,"Educational attainment, community college, CEGEP and others","Total travel (x 1,000)",v52857008,1.34.1,49459.0
2006,Canada,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857009,1.34.2,18040.0
2007,Canada,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857009,1.34.2,18659.0
2008,Canada,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857009,1.34.2,18005.0
2009,Canada,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857009,1.34.2,19459.0
2010,Canada,"Educational attainment, community college, CEGEP and others","Overnight travel (x 1,000)",v52857009,1.34.2,19189.0
2006,Canada,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857010,1.35.1,7602.0
2007,Canada,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857010,1.35.1,7088.0
2008,Canada,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857010,1.35.1,6681.0
2009,Canada,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857010,1.35.1,6890.0
2010,Canada,"Educational attainment, university certificate below bachelor","Total travel (x 1,000)",v52857010,1.35.1,7879.0
2006,Canada,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857011,1.35.2,3376.0
2007,Canada,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857011,1.35.2,2949.0
2008,Canada,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857011,1.35.2,2756.0
2009,Canada,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857011,1.35.2,2668.0
2010,Canada,"Educational attainment, university certificate below bachelor","Overnight travel (x 1,000)",v52857011,1.35.2,3256.0
2006,Canada,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857012,1.36.1,36876.0
2007,Canada,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857012,1.36.1,38603.0
2008,Canada,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857012,1.36.1,37590.0
2009,Canada,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857012,1.36.1,41626.0
2010,Canada,"Educational attainment, bachelor's degree","Total travel (x 1,000)",v52857012,1.36.1,42820.0
2006,Canada,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857013,1.36.2,16738.0
2007,Canada,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857013,1.36.2,17359.0
2008,Canada,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857013,1.36.2,17342.0
2009,Canada,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857013,1.36.2,18766.0
2010,Canada,"Educational attainment, bachelor's degree","Overnight travel (x 1,000)",v52857013,1.36.2,18728.0
2006,Canada,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857014,1.37.1,15876.0
2007,Canada,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857014,1.37.1,17163.0
2008,Canada,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857014,1.37.1,17582.0
2009,Canada,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857014,1.37.1,18031.0
2010,Canada,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857014,1.37.1,19319.0
2006,Canada,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857015,1.37.2,7651.0
2007,Canada,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857015,1.37.2,8226.0
2008,Canada,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857015,1.37.2,8293.0
2009,Canada,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857015,1.37.2,8505.0
2010,Canada,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857015,1.37.2,8979.0
2006,Canada,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857016,1.38.1,77862.0
2007,Canada,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857016,1.38.1,80449.0
2008,Canada,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857016,1.38.1,80114.0
2009,Canada,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857016,1.38.1,84810.0
2010,Canada,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857016,1.38.1,87475.0
2006,Canada,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857017,1.38.2,35759.0
2007,Canada,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857017,1.38.2,36357.0
2008,Canada,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857017,1.38.2,36308.0
2009,Canada,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857017,1.38.2,38030.0
2010,Canada,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857017,1.38.2,38727.0
2006,Canada,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857018,1.39.1,48600.0
2007,Canada,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857018,1.39.1,52114.0
2008,Canada,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857018,1.39.1,50771.0
2009,Canada,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857018,1.39.1,54785.0
2010,Canada,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857018,1.39.1,52405.0
2006,Canada,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857019,1.39.2,20919.0
2007,Canada,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857019,1.39.2,22332.0
2008,Canada,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857019,1.39.2,21069.0
2009,Canada,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857019,1.39.2,22424.0
2010,Canada,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857019,1.39.2,21332.0
2006,Canada,"Profession, primary occupations","Total travel (x 1,000)",v52857020,1.40.1,6217.0
2007,Canada,"Profession, primary occupations","Total travel (x 1,000)",v52857020,1.40.1,6147.0
2008,Canada,"Profession, primary occupations","Total travel (x 1,000)",v52857020,1.40.1,6219.0
2009,Canada,"Profession, primary occupations","Total travel (x 1,000)",v52857020,1.40.1,5690.0
2010,Canada,"Profession, primary occupations","Total travel (x 1,000)",v52857020,1.40.1,6299.0
2006,Canada,"Profession, primary occupations","Overnight travel (x 1,000)",v52857021,1.40.2,2049.0
2007,Canada,"Profession, primary occupations","Overnight travel (x 1,000)",v52857021,1.40.2,2288.0
2008,Canada,"Profession, primary occupations","Overnight travel (x 1,000)",v52857021,1.40.2,1980.0
2009,Canada,"Profession, primary occupations","Overnight travel (x 1,000)",v52857021,1.40.2,2111.0
2010,Canada,"Profession, primary occupations","Overnight travel (x 1,000)",v52857021,1.40.2,1885.0
2006,Canada,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857022,1.41.1,31986.0
2007,Canada,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857022,1.41.1,33049.0
2008,Canada,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857022,1.41.1,33018.0
2009,Canada,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857022,1.41.1,33786.0
2010,Canada,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857022,1.41.1,31342.0
2006,Canada,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857023,1.41.2,12387.0
2007,Canada,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857023,1.41.2,12397.0
2008,Canada,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857023,1.41.2,12508.0
2009,Canada,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857023,1.41.2,12298.0
2010,Canada,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857023,1.41.2,12364.0
2006,Canada,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857024,1.42.1,42805.0
2007,Canada,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857024,1.42.1,42799.0
2008,Canada,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857024,1.42.1,44375.0
2009,Canada,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857024,1.42.1,48049.0
2010,Canada,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857024,1.42.1,51638.0
2006,Canada,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857025,1.42.2,15530.0
2007,Canada,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857025,1.42.2,15168.0
2008,Canada,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857025,1.42.2,15782.0
2009,Canada,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857025,1.42.2,16522.0
2010,Canada,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857025,1.42.2,17835.0
2006,Newfoundland and Labrador,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857026,2.1.1,3068.0
2007,Newfoundland and Labrador,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857026,2.1.1,2939.0
2008,Newfoundland and Labrador,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857026,2.1.1,3006.0
2009,Newfoundland and Labrador,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857026,2.1.1,3256.0
2010,Newfoundland and Labrador,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857026,2.1.1,3500.0
2006,Newfoundland and Labrador,"Travel duration, same day","Total travel (x 1,000)",v52857027,2.2.1,1627.0
2007,Newfoundland and Labrador,"Travel duration, same day","Total travel (x 1,000)",v52857027,2.2.1,1536.0
2008,Newfoundland and Labrador,"Travel duration, same day","Total travel (x 1,000)",v52857027,2.2.1,1636.0
2009,Newfoundland and Labrador,"Travel duration, same day","Total travel (x 1,000)",v52857027,2.2.1,1839.0
2010,Newfoundland and Labrador,"Travel duration, same day","Total travel (x 1,000)",v52857027,2.2.1,1992.0
2006,Newfoundland and Labrador,"Travel duration, overnight","Total travel (x 1,000)",v52857028,2.3.1,1441.0
2007,Newfoundland and Labrador,"Travel duration, overnight","Total travel (x 1,000)",v52857028,2.3.1,1403.0
2008,Newfoundland and Labrador,"Travel duration, overnight","Total travel (x 1,000)",v52857028,2.3.1,1370.0
2009,Newfoundland and Labrador,"Travel duration, overnight","Total travel (x 1,000)",v52857028,2.3.1,1416.0
2010,Newfoundland and Labrador,"Travel duration, overnight","Total travel (x 1,000)",v52857028,2.3.1,1507.0
2006,Newfoundland and Labrador,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857029,2.4.1,248.0
2007,Newfoundland and Labrador,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857029,2.4.1,220.0
2008,Newfoundland and Labrador,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857029,2.4.1,237.0
2009,Newfoundland and Labrador,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857029,2.4.1,176.0
2010,Newfoundland and Labrador,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857029,2.4.1,245.0
2006,Newfoundland and Labrador,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857030,2.4.2,235.0
2007,Newfoundland and Labrador,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857030,2.4.2,215.0
2008,Newfoundland and Labrador,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857030,2.4.2,230.0
2009,Newfoundland and Labrador,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857030,2.4.2,176.0
